Hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
00:50:00,1.319476182278916,18.920349211814056,74.02860377214175,1.3328062476243185,18.969173944369857,74.37069270924029,1.3027728151346445,19.13148478991024,74.48049060213133,1.2876296548825137,19.14158023007832,74.84399650536768,1.2931293170794187,19.13791378861372,74.80323907708745,1.2922242071118233,19.20485382892215,74.96473362890295,680.7173438363473
01:00:00,1.3328062476243185,18.969173944369857,74.37069270924029,1.3027728151346445,19.13148478991024,74.48049060213133,1.2876296548825137,19.14158023007832,74.84399650536768,1.2931293170794187,19.13791378861372,74.80323907708745,1.2922242071118233,19.20485382892215,74.96473362890295,1.308960093939136,19.127359937373917,75.51778456316647,761.1669488611548
01:10:00,1.3027728151346445,19.13148478991024,74.48049060213133,1.2876296548825137,19.14158023007832,74.84399650536768,1.2931293170794187,19.13791378861372,74.80323907708745,1.2922242071118233,19.20485382892215,74.96473362890295,1.308960093939136,19.127359937373917,75.51778456316647,1.305441512143257,19.12970565857116,76.33987277636521,913.0366687540311
01:20:00,1.2876296548825137,19.14158023007832,74.84399650536768,1.2931293170794187,19.13791378861372,74.80323907708745,1.2922242071118233,19.20485382892215,74.96473362890295,1.308960093939136,19.127359937373917,75.51778456316647,1.305441512143257,19.12970565857116,76.33987277636521,1.3117650399943712,19.125489973337086,76.95315210712957,928.717544245503
01:30:00,1.2931293170794187,19.13791378861372,74.80323907708745,1.2922242071118233,19.20485382892215,74.96473362890295,1.308960093939136,19.127359937373917,75.51778456316647,1.305441512143257,19.12970565857116,76.33987277636521,1.3117650399943712,19.125489973337086,76.95315210712957,1.3331938686023186,19.11120408759846,77.0226281431236,930.2387784954868
01:40:00,1.2922242071118233,19.20485382892215,74.96473362890295,1.308960093939136,19.127359937373917,75.51778456316647,1.305441512143257,19.12970565857116,76.33987277636521,1.3117650399943712,19.125489973337086,76.95315210712957,1.3331938686023186,19.11120408759846,77.0226281431236,1.3458455597012766,19.102769626865822,76.73431303990128,917.1239843591744
01:50:00,1.308960093939136,19.127359937373917,75.51778456316647,1.305441512143257,19.12970565857116,76.33987277636521,1.3117650399943712,19.125489973337086,76.95315210712957,1.3331938686023186,19.11120408759846,77.0226281431236,1.3458455597012766,19.102769626865822,76.73431303990128,1.335873392982926,19.10941773801138,76.74819186173089,894.3040749882099
02:00:00,1.305441512143257,19.12970565857116,76.33987277636521,1.3117650399943712,19.125489973337086,76.95315210712957,1.3331938686023186,19.11120408759846,77.0226281431236,1.3458455597012766,19.102769626865822,76.73431303990128,1.335873392982926,19.10941773801138,76.74819186173089,1.3173600384653767,19.121759974356415,76.53509429433126,872.3540838826272
02:10:00,1.3117650399943712,19.125489973337086,76.95315210712957,1.3331938686023186,19.11120408759846,77.0226281431236,1.3458455597012766,19.102769626865822,76.73431303990128,1.335873392982926,19.10941773801138,76.74819186173089,1.3173600384653767,19.121759974356415,76.53509429433126,1.329856044315187,19.11342930378988,77.44757251238086,869.683957196976
02:20:00,1.3331938686023186,19.11120408759846,77.0226281431236,1.3458455597012766,19.102769626865822,76.73431303990128,1.335873392982926,19.10941773801138,76.74819186173089,1.3173600384653767,19.121759974356415,76.53509429433126,1.329856044315187,19.11342930378988,77.44757251238086,1.332621602927159,19.111585598048556,77.76738994828592,857.9332837521982
02:30:00,1.3458455597012766,19.102769626865822,76.73431303990128,1.335873392982926,19.10941773801138,76.74819186173089,1.3173600384653767,19.121759974356415,76.53509429433126,1.329856044315187,19.11342930378988,77.44757251238086,1.332621602927159,19.111585598048556,77.76738994828592,1.3227970731705398,19.118135284552974,77.2473076923077,839.5644196475434
02:40:00,1.335873392982926,19.10941773801138,76.74819186173089,1.3173600384653767,19.121759974356415,76.53509429433126,1.329856044315187,19.11342930378988,77.44757251238086,1.332621602927159,19.111585598048556,77.76738994828592,1.3227970731705398,19.118135284552974,77.2473076923077,1.3233349530210832,19.117776697985942,76.85887878732743,793.1436950868009
